<<<<<<< HEAD
﻿City,Date,Month,PM2.5,PM10,NO,NO2,Nox,NH3,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Kolkata,09-05-2019,May,66.57,132.1,2.95,17.89,20.84,4.74,0.46,1.67,37.19,1.78,5.48,,124,Moderate
Kolkata,10-05-2019,May,65.47,129.42,2.73,14.69,17.43,3.81,0.49,1.82,41.67,2.99,8.35,,126,Moderate
Kolkata,11-05-2019,May,55.4,121.13,3.03,13.92,16.95,9.62,0.47,1.57,37.14,3.52,9.18,,117,Moderate
Kolkata,12-05-2019,May,53.61,109.67,2.71,9.9,12.6,7.85,0.42,1.33,33.64,2.47,4.35,,107,Moderate
Kolkata,13-05-2019,May,47.28,97.99,2.79,10.62,13.4,6.27,0.42,1.62,33.51,2.28,5.16,,100,Satisfactory
Kolkata,14-05-2019,May,37.4,82.31,3.16,15.49,18.51,7.8,0.48,2.39,29.68,2.95,7.23,,84,Satisfactory
Kolkata,15-05-2019,May,42.19,88.6,3.26,18.89,22.07,6.9,0.5,1.78,27.24,5.89,11.91,,98,Satisfactory
Kolkata,16-05-2019,May,44.95,87.16,3.14,18.96,22.06,7.11,0.57,1.87,30.25,4.78,9.97,,90,Satisfactory
Kolkata,17-05-2019,May,52.68,96.98,3.25,16.16,19.35,6.73,0.52,1.64,27,5.33,11.85,,93,Satisfactory
Kolkata,18-05-2019,May,50.03,99.23,3.28,11.08,14.22,6.52,0.45,1.79,25.91,3.25,7.53,,96,Satisfactory
Kolkata,19-05-2019,May,51.42,96.62,3.45,10.61,13.94,7.14,0.47,2.71,28.2,0.8,5.28,,96,Satisfactory
Kolkata,20-05-2019,May,43.74,91.54,4.32,12.33,16.12,5.84,0.49,2.54,19.94,2.45,7.53,,92,Satisfactory
Kolkata,21-05-2019,May,38.55,88.64,3.42,12.6,15.96,5.18,0.5,1.78,17.88,3.45,10.64,,90,Satisfactory
Kolkata,22-05-2019,May,40.31,91.94,3.18,11.04,14.12,5.82,0.52,3,18.33,2.44,8.58,,86,Satisfactory
Kolkata,23-05-2019,May,32.48,72.04,2.98,8.92,11.85,6.08,0.47,2.35,22.57,2.59,8.51,,82,Satisfactory
Kolkata,24-05-2019,May,33.18,79.78,3.6,14.65,18.12,6.43,0.45,2.93,19.37,3.82,11.37,,74,Satisfactory
Kolkata,25-05-2019,May,30.37,66.61,3.69,16.78,20.42,7,0.49,2.61,21.3,4.27,12.23,,75,Satisfactory
Kolkata,26-05-2019,May,36.76,72.29,3.22,19.38,22.55,7.16,0.51,2.58,23.85,2.84,8.45,,66,Satisfactory
Kolkata,27-05-2019,May,47.25,92.1,3.36,13.59,16.86,6.88,0.47,2.36,22.65,2.82,11.37,,87,Satisfactory
Kolkata,28-05-2019,May,43.54,89.93,3.48,13.04,16.41,6.77,0.47,2.24,23.24,3.43,10.31,,89,Satisfactory
Kolkata,29-05-2019,May,44.23,87.26,2.7,11.82,14.49,5.26,0.5,2.25,28.21,3.63,11.96,,86,Satisfactory
Kolkata,30-05-2019,May,37.55,77.52,3.12,12.2,15.27,5.43,0.45,2.49,24.22,3.62,11.01,,83,Satisfactory
Kolkata,31-05-2019,May,31.79,71.66,4.08,10.25,13.98,5.67,0.4,2.38,19.31,7.51,27.05,3.14,76,Satisfactory
Kolkata,01-06-2019,June,36.25,69.53,3.74,17.79,20.47,4.15,0.4,2.88,26.32,23.57,76.04,6.68,76,Satisfactory
Kolkata,02-06-2019,June,28.84,57.42,10.7,14.42,23.31,5.08,0.36,2.42,24.97,20.8,7.24,,69,Satisfactory
Kolkata,03-06-2019,June,31.32,57.27,4.62,21.29,23.85,4.51,0.43,4.37,50.09,24.42,9.55,,71,Satisfactory
Kolkata,04-06-2019,June,31.93,60.06,7.66,15.65,23.2,4.6,0.37,3.28,31.57,26.78,23.91,4.44,72,Satisfactory
Kolkata,05-06-2019,June,27.66,47.01,4.04,18.32,19.24,5,0.39,1.7,24.38,21.83,64.98,10.19,61,Satisfactory
Kolkata,06-06-2019,June,20.3,34.49,5.7,17.88,21.88,4.83,0.42,1.82,27.06,20.4,47.17,13.54,48,Good
Kolkata,07-06-2019,June,19.04,33.84,5.92,17.24,21.69,4.5,0.43,1.89,32.87,24.01,10.48,10.75,49,Good
Kolkata,08-06-2019,June,15.87,29.35,7.36,14.2,20.32,4.49,0.41,1.87,29.98,10.55,6.31,4.34,47,Good
Kolkata,09-06-2019,June,31.08,48.86,28,17.2,38.47,11.48,0.42,2.49,34.29,2.56,7.77,,64,Satisfactory
Kolkata,10-06-2019,June,34.28,62.72,5.7,12.48,15.42,4.09,0.39,1.65,36.48,1.85,7.33,,80,Satisfactory
Kolkata,11-06-2019,June,31.04,58.4,17.04,14.17,31.43,5.64,0.36,1.6,37.01,3.39,7.21,3.39,70,Satisfactory
Kolkata,12-06-2019,June,32.61,64.75,4.36,11.68,13.89,3.7,0.36,2.74,34.14,8.02,5.21,3.59,67,Satisfactory
Kolkata,13-06-2019,June,43.52,75.56,6.69,24.24,26.81,4.38,0.54,3.09,51.71,9.79,8.75,3.76,94,Satisfactory
Kolkata,14-06-2019,June,52.05,89.17,6.14,22.9,25.68,4.35,0.54,1.73,48.36,7.5,6.96,2.87,101,Moderate
Kolkata,15-06-2019,June,37.14,65.3,9.93,20.89,28.59,4.88,0.35,1.96,32.21,8.33,5.66,3.72,88,Satisfactory
Kolkata,16-06-2019,June,31.52,60.8,5.08,14.72,17.01,3.76,0.38,3.11,43.72,5.93,5.2,3.24,79,Satisfactory
Kolkata,17-06-2019,June,50.58,107.48,3.53,23.6,20.77,4.15,0.55,3.31,39.69,7.87,7.57,3.5,82,Satisfactory
Kolkata,18-06-2019,June,48.86,86.87,6.12,26.06,29.01,4.27,0.53,2,32.25,22.29,6.12,3.63,105,Moderate
Kolkata,19-06-2019,June,50.99,92.07,3.23,24.86,27.94,4.01,0.52,2,42.01,20.92,7.71,3.58,95,Satisfactory
Kolkata,20-06-2019,June,41.77,77.35,4.83,28.04,32.58,5.14,0.54,1.86,21.76,21.69,8.35,3.97,92,Satisfactory
Kolkata,21-06-2019,June,19.24,38.81,3.69,20.06,23.52,7.04,0.43,1.5,19.79,39.76,6.44,3.49,54,Satisfactory
Kolkata,22-06-2019,June,19.23,36.22,11.63,16.82,28.31,8.33,0.39,1.72,23.86,45.57,7.45,3.23,46,Good
Kolkata,23-06-2019,June,17.54,35.32,18.47,13.16,28.63,8.49,0.34,1.73,19.44,36.69,5.05,3.02,57,Satisfactory
Kolkata,24-06-2019,June,26.09,53.43,5.97,15.61,21.56,6.98,0.34,2.1,27.77,22.53,6.23,2.88,56,Satisfactory
Kolkata,25-06-2019,June,21.93,52.12,9.22,13.39,18.13,9.67,0.33,2.72,24.77,21.68,5.28,2.64,61,Satisfactory
Kolkata,26-06-2019,June,19.68,44.36,11.01,11.86,19.87,9.77,0.3,2.67,23.9,19.35,7.64,2.74,54,Satisfactory
Kolkata,27-06-2019,June,22.86,49.27,18.44,15.6,35.56,13.5,0.33,3.46,24.76,13.01,7.53,3.06,62,Satisfactory
Kolkata,28-06-2019,June,31.59,58.52,5.62,20.55,25.12,10.93,0.47,4.35,41.54,17.96,8.26,3.13,73,Satisfactory
Kolkata,29-06-2019,June,44.03,76.1,6.27,21.47,27.27,9.08,0.64,3.01,37.1,22.66,10.7,4.13,78,Satisfactory
Kolkata,30-06-2019,June,47.54,82.48,12.15,25.12,36.89,8.65,0.74,3.3,18.37,16.23,11.82,4.32,98,Satisfactory
Kolkata,01-07-2019,July,23.16,48.3,8.37,16.39,24.62,10.15,0.57,2.59,21.87,12.81,7.76,3.08,71,Satisfactory
Kolkata,02-07-2019,July,17.6,30.71,4.85,13.65,18.18,11.31,0.51,3.24,31.38,16.35,10.59,3.07,45,Good
Kolkata,03-07-2019,July,20.48,39.15,3.98,17.47,21.37,11.78,0.52,3.08,39.28,17.08,16.03,3.64,58,Satisfactory
Kolkata,04-07-2019,July,32.09,63.73,3.71,18.55,22.15,15.54,0.55,5.49,41.44,15.47,8.77,3.88,68,Satisfactory
Kolkata,05-07-2019,July,27.6,54.31,4.63,17.39,21.98,20.3,0.53,4.27,26.66,15.64,8.28,4.19,67,Satisfactory
Kolkata,06-07-2019,July,28.76,52.07,5.7,22.06,27.72,19.7,0.56,6.02,24.02,16.35,10.22,3.37,58,Satisfactory
Kolkata,07-07-2019,July,19.65,40.85,4.91,14.68,19.28,15.27,0.45,5.95,24.19,16.01,5.87,3.12,52,Satisfactory
Kolkata,08-07-2019,July,27.94,60.83,3.9,16.38,20.08,12.06,0.41,6.28,31.58,12.24,8.12,2.95,56,Satisfactory
Kolkata,09-07-2019,July,26.94,60.03,6.57,17.39,23.29,19.4,0.45,7.35,29.94,11.82,8.67,2.92,64,Satisfactory
Kolkata,10-07-2019,July,26.2,52.69,6.54,19.62,25.18,18.51,0.5,5.65,28.51,12.57,10.03,3,60,Satisfactory
Kolkata,11-07-2019,July,28.7,56.45,26.66,21.13,40.14,28.25,0.46,5.54,26.62,12.5,10.17,3,64,Satisfactory
Kolkata,12-07-2019,July,29.63,57.5,6.38,20.11,23.87,21.76,0.44,8.5,29.95,11.8,10.67,2.97,66,Satisfactory
Kolkata,13-07-2019,July,35.3,69.72,4.92,17.32,20.46,30.05,0.46,7.89,38.28,13.11,9.87,3.08,69,Satisfactory
Kolkata,14-07-2019,July,41.91,75.46,3.17,17.21,20.05,55.39,0.48,12.4,48.42,11.14,6.75,2.85,83,Satisfactory
Kolkata,15-07-2019,July,45.48,92.7,6.2,25.17,29.17,73.45,0.49,11.54,47.41,10.04,8.76,2.53,97,Satisfactory
Kolkata,16-07-2019,July,43.74,82.52,17.84,28.64,42.47,65.71,0.63,8.71,32.89,11.76,12.41,3.63,97,Satisfactory
Kolkata,17-07-2019,July,57.6,104.21,39.95,27.41,60.92,23.78,0.79,4.6,27.24,18.23,12.03,5.34,106,Moderate
Kolkata,18-07-2019,July,44.18,81.77,7.49,20.98,28.47,11.54,0.48,4.01,19.82,10.48,13.75,3.58,91,Satisfactory
Kolkata,19-07-2019,July,15.02,30.29,5.11,14.16,19.27,13.53,0.37,2.56,19.86,11.55,7.93,2.78,53,Satisfactory
Kolkata,20-07-2019,July,22.92,44.3,5.29,14.3,19.42,11.54,0.39,2.49,24.96,12.41,7.78,2.56,44,Good
Kolkata,21-07-2019,July,25.98,47.27,3.74,13.27,17.02,8.99,0.4,5.23,28.79,11.38,6.29,2.54,54,Satisfactory
Kolkata,22-07-2019,July,19.9,43.33,7.72,14.33,19.9,11.88,0.37,3.5,19.35,9.5,9.06,2.33,50,Good
Kolkata,23-07-2019,July,16.06,34.69,6.65,14.13,20.78,8.85,0.37,4.71,15.84,11.51,10.45,2.49,47,Good
Kolkata,24-07-2019,July,14.63,33.81,6.44,18.29,24.72,8.27,0.38,6.15,20.87,12.91,10.46,2.52,44,Good
Kolkata,25-07-2019,July,36.9,63.34,4.5,31.77,35.93,8.03,0.54,9.84,32.75,16.49,14.12,3.53,60,Satisfactory
Kolkata,26-07-2019,July,32.16,50.27,5.97,27.46,33.43,10.25,0.52,4.1,22.94,14.99,9.99,2.93,66,Satisfactory
Kolkata,27-07-2019,July,25.09,40.45,11.42,26.5,37.9,9.98,0.54,3.04,19.16,16.68,11.03,3.55,56,Satisfactory
Kolkata,28-07-2019,July,12.07,23.33,5.36,13.68,18.79,9.13,0.41,2.55,17.95,14.66,8.57,2.7,43,Good
Kolkata,29-07-2019,July,10.12,20.56,7.37,17.97,25.32,8.11,0.44,2.34,21.18,14.58,8.44,2.43,33,Good
Kolkata,30-07-2019,July,21.44,43.61,8.17,23.09,31.25,7.88,0.5,2.65,17.36,15.78,12.55,4.64,44,Good
Kolkata,31-07-2019,July,23.4,48.28,7.12,25.37,32.49,8.49,0.52,3.43,21.95,15.76,11.99,2.71,54,Satisfactory
Kolkata,01-08-2019,August,23.61,44.79,12.28,25.41,36.5,9.46,0.5,5.62,23.09,15.5,10.93,2.84,59,Satisfactory
Kolkata,02-08-2019,August,17.93,34.63,13.68,19.92,33.58,11.22,0.51,4.42,17.22,16.44,12.62,10.3,46,Good
Kolkata,03-08-2019,August,25.22,40.82,21.74,21.29,38.44,18.44,0.62,4.23,13.88,16.62,13.59,8.27,64,Satisfactory
Kolkata,04-08-2019,August,39.37,62.25,12.69,24.23,34.72,13.94,0.78,2.99,17.31,15.88,10.45,4.74,64,Satisfactory
Kolkata,05-08-2019,August,33.97,57.32,8.16,22.84,29.84,10.98,0.7,2.75,18.39,15.09,9.27,3.31,73,Satisfactory
Kolkata,06-08-2019,August,25.88,45.47,15.26,24.85,40.29,12.46,0.6,3.4,13.95,14.78,12.3,3.16,65,Satisfactory
Kolkata,07-08-2019,August,9.07,16.56,6.29,11.38,17.38,12.7,0.35,2.12,24.01,12.29,9.39,2.92,38,Good
Kolkata,08-08-2019,August,11.36,22.78,7.95,16.73,24.05,9.84,0.4,2.49,14.48,12.36,8.82,2.28,34,Good
Kolkata,09-08-2019,August,21.7,45.74,7.96,20.52,26.26,9.3,0.48,8.29,17.08,13.57,7.97,2.71,43,Good
Kolkata,10-08-2019,August,32.78,58.33,15.57,30.56,46,9.02,0.71,5.93,19,15.26,12.28,3.87,61,Satisfactory
Kolkata,11-08-2019,August,45.57,75.21,30.54,34.18,64.04,10.32,0.79,5.42,17.37,17.23,18.64,4.85,105,Moderate
Kolkata,12-08-2019,August,29.86,51.62,11.43,25.7,36.39,11.79,0.65,5.07,11.21,12.66,8.35,3.1,68,Satisfactory
Kolkata,13-08-2019,August,13.17,22.97,7.54,18.01,23.81,11.33,0.49,3.5,16.11,10.6,7.9,2.66,48,Good
Kolkata,14-08-2019,August,29.6,54.22,6.88,21.27,27.35,10.46,0.44,3.99,18.14,20.03,7.76,2.25,45,Good
Kolkata,15-08-2019,August,25.81,40.62,4.66,17.72,22.47,8.42,0.47,4.27,17.42,26.05,6.78,2.23,56,Satisfactory
Kolkata,16-08-2019,August,27.99,47.39,6.3,19.07,25.53,11.58,0.55,2.63,17.18,28.03,7.25,2.42,51,Satisfactory
Kolkata,17-08-2019,August,20.92,26.95,7.49,19.29,27,14.84,0.57,2.14,15.6,38.98,9.96,3.1,48,Good
Kolkata,18-08-2019,August,18.3,24.3,4.8,13.58,18.57,11.63,0.46,2.49,23.59,29.97,7.07,2.49,46,Good
Kolkata,19-08-2019,August,13.95,30.32,6.97,15.32,22.21,11.51,0.44,2.37,20.74,24.65,7.78,2.1,39,Good
Kolkata,20-08-2019,August,27.41,46.94,4.87,24.09,27.65,11.93,0.49,4.33,22.33,28.68,8.44,2.37,50,Good
Kolkata,21-08-2019,August,30.31,52.58,6.57,19.12,24.58,10.14,0.43,3.01,18.13,19.61,8.45,2.28,58,Satisfactory
Kolkata,22-08-2019,August,31.91,55.66,12.33,22.73,29.36,10.05,0.44,3.74,17.54,19.99,11.98,1.66,64,Satisfactory
Kolkata,23-08-2019,August,18.15,30.42,17.68,21.49,35.75,10.61,0.5,2.54,16.79,20.93,14.42,2.18,62,Satisfactory
Kolkata,24-08-2019,August,18.41,32.41,14.48,36.97,36.9,15.53,0.52,2.6,13.15,25.91,12.7,1.99,55,Satisfactory
Kolkata,25-08-2019,August,13.74,24.22,7.22,17.02,24.21,10.58,0.4,2.63,24.58,21.92,10.79,1.46,50,Good
Kolkata,26-08-2019,August,12.82,22.87,12.89,18.34,26.58,11.7,0.41,3.91,25.8,20.27,11.23,1.42,49,Good
Kolkata,27-08-2019,August,16.68,28.91,7.61,17.33,24.22,11.55,0.42,3.03,21.5,18.32,11.32,2.16,43,Good
Kolkata,28-08-2019,August,24.71,40.02,15.78,21.28,35.58,11.55,0.5,3.24,16.55,22.24,11.61,1.63,51,Satisfactory
Kolkata,29-08-2019,August,14.31,29.09,15.18,19.6,33.02,9.74,0.44,2.95,14.89,24.05,12.51,2.18,54,Satisfactory
Kolkata,30-08-2019,August,18.83,36.56,11.96,16.93,24.06,10.58,0.4,2.92,14.54,18.99,15.68,2.32,47,Good
Kolkata,31-08-2019,August,16.54,35.74,10.89,14.93,24.46,12.45,0.38,3.43,15.37,18.69,14.33,1.66,40,Good
Kolkata,01-09-2019,September,26.16,50.5,8.48,20.14,26.02,12.37,0.48,3.54,18.66,18.81,15.13,1.55,50,Good
Kolkata,02-09-2019,September,15.99,32.01,26.78,19,42.46,15.43,0.5,2.98,12.49,26.67,13.6,2.73,53,Satisfactory
Kolkata,03-09-2019,September,10.64,19.67,22.93,14.85,25.61,31.02,0.46,3.06,13.67,23.38,9.25,2.14,48,Good
Kolkata,04-09-2019,September,10.37,21.58,8.33,10.63,16.45,8.86,0.39,3.71,15.78,7.91,11.04,1.5,39,Good
Kolkata,05-09-2019,September,10.02,21.17,6.8,12.4,18.86,11.23,0.38,3.44,18.85,18.69,15.34,2.84,34,Good
Kolkata,06-09-2019,September,8.77,20.17,6.43,13,19.24,13.53,0.36,3.66,20.62,19.85,15.78,1.62,34,Good
Kolkata,07-09-2019,September,11.06,21.3,5.86,13.9,19.42,13.16,0.42,3.3,17.55,21.63,17.62,2.54,34,Good
Kolkata,08-09-2019,September,12.63,23.51,6.03,15.62,21.28,9.32,0.42,3.04,16.11,18.39,14.45,1.39,36,Good
Kolkata,09-09-2019,September,18.89,33.89,4.99,15.5,20.16,14.19,0.4,4.14,25.56,16.69,12.56,1.02,49,Good
Kolkata,10-09-2019,September,20.96,43.09,3.85,12.27,15.97,16.92,0.39,3.36,27.4,12.24,12.76,1.34,49,Good
Kolkata,11-09-2019,September,15.06,34.89,5.15,17.5,22.48,13.58,0.46,3.91,18.56,15.68,12.95,1.09,50,Good
Kolkata,12-09-2019,September,18.3,34.87,7.84,19.49,27.28,15.07,0.45,3.62,11.89,22.17,14.37,1.41,43,Good
Kolkata,13-09-2019,September,13.73,39.58,5.36,17.01,22.35,13.49,0.38,4.15,20.21,13.76,15.95,1.14,44,Good
Kolkata,14-09-2019,September,18.34,50.45,4.77,18.52,23.26,10.47,0.39,4.57,33.92,4.74,14.66,1.08,59,Satisfactory
Kolkata,15-09-2019,September,22.12,54.31,4.55,15.75,20.26,8.36,0.34,7.32,41.67,3.65,12.61,0.87,74,Satisfactory
Kolkata,16-09-2019,September,20.66,46.43,5.18,15.05,20.24,10.92,0.37,5.23,26.68,4.07,11.02,0.92,53,Satisfactory
Kolkata,17-09-2019,September,19.19,38.64,6.37,12.62,18.91,12.69,0.35,4.23,15.73,8.18,11.97,1.07,45,Good
Kolkata,18-09-2019,September,12.38,26.69,5.85,12.2,18.06,9.94,0.37,3.59,17.47,18.99,17.01,1.75,37,Good
Kolkata,19-09-2019,September,9.88,22.6,6.75,11.9,18.63,9.6,0.37,3.35,14.86,19.45,18.1,1.53,33,Good
Kolkata,20-09-2019,September,20.57,44.33,14.74,23.75,38.48,11.8,0.55,5.1,20.25,19.7,18.25,2.64,54,Satisfactory
Kolkata,21-09-2019,September,26.92,54.04,23.25,24.46,46.95,12.86,0.6,6.07,19.36,23.85,21.22,3.39,74,Satisfactory
Kolkata,22-09-2019,September,22.27,39.76,9.48,18.8,28.26,11.41,0.52,3.85,23.79,21.59,18.45,2.16,61,Satisfactory
Kolkata,23-09-2019,September,13.46,27.79,5.37,15.08,20.36,10.81,0.44,3.93,23.79,17.44,16.08,1.61,44,Good
Kolkata,24-09-2019,September,7.86,19.38,6.52,12.54,19.05,10.95,0.32,3.52,15.08,22.55,19.38,1.76,31,Good
Kolkata,25-09-2019,September,11.71,22.26,9.76,18.31,28.02,9.79,0.53,3.39,10.42,25.57,20.93,2.19,36,Good
Kolkata,26-09-2019,September,18.45,31.97,9.05,19.79,28.81,10.36,0.53,4.13,16.25,23.51,20.91,3,46,Good
Kolkata,27-09-2019,September,19.27,33.53,10.16,22.59,32.53,12.21,0.53,4.82,18.09,24.31,22.17,2.16,48,Good
Kolkata,28-09-2019,September,19.66,33.92,14.96,21.08,35.71,13.45,0.56,4.81,12.16,28.94,24.97,2.78,47,Good
Kolkata,29-09-2019,September,14.96,26.69,7.84,18.02,25.86,10.91,0.44,3.97,15.97,24.06,21.56,2.09,44,Good
Kolkata,30-09-2019,September,14.36,30.44,7.87,19.59,27.37,12.37,0.43,6.14,20.4,18.95,19.19,1.66,42,Good
Kolkata,01-10-2019,October,32.51,61.75,9.06,24.88,33.94,12.94,0.57,8.09,25.58,23.34,18.4,2.84,56,Satisfactory
Kolkata,02-10-2019,October,53.48,90.6,10.78,26.72,37.62,12.05,0.7,7.47,33.08,25.44,20.5,2.53,86,Satisfactory
Kolkata,03-10-2019,October,38.11,65.5,7.29,26.61,33.91,12.51,0.6,5.36,24.73,20.31,17.84,2.17,78,Satisfactory
Kolkata,04-10-2019,October,32.16,58.42,5.25,20.46,25.58,13.25,0.49,7.52,35.75,18.67,16.67,1.72,70,Satisfactory
Kolkata,05-10-2019,October,36.38,66.53,14.07,25.99,40,11.1,0.69,5.51,28.48,22.68,19.39,2.34,72,Satisfactory
Kolkata,06-10-2019,October,41.4,76.92,12.93,26.84,39.51,9.86,0.67,4.99,25.91,23.75,21.06,2.61,90,Satisfactory
Kolkata,07-10-2019,October,33.22,65.76,9.47,24.83,34.22,8.97,0.67,4.4,26.62,25.1,21.82,2.52,77,Satisfactory
Kolkata,08-10-2019,October,25.16,55.33,16.23,21.42,37.51,9.89,0.66,4.05,22.52,24.95,21.71,2.72,78,Satisfactory
Kolkata,09-10-2019,October,11.61,30.49,6.4,15.09,21.29,9.3,0.38,4.14,19.3,24.99,19.94,1.82,51,Satisfactory
Kolkata,10-10-2019,October,14.75,52.87,16.19,19.56,35.72,9.22,0.62,4.72,16.92,30.08,26.22,2.78,51,Satisfactory
Kolkata,11-10-2019,October,37.23,66.97,37.6,26.81,62.43,11.88,0.94,5.52,23.79,25.97,26.71,4.9,95,Satisfactory
Kolkata,12-10-2019,October,50.35,82.16,40.06,30.4,70.28,9.34,1.07,4.31,31.44,20.23,25.42,5.07,110,Moderate
Kolkata,13-10-2019,October,69.61,108.35,15.77,29.86,45.64,9.41,0.74,6.85,32.84,11.91,12.83,3.65,116,Moderate
Kolkata,14-10-2019,October,69.89,107.38,7.35,31.27,38.63,10.3,0.63,7.36,52.83,9.85,10.38,2.6,148,Moderate
Kolkata,15-10-2019,October,64.09,103.94,7.8,31.64,39.45,11.66,0.7,6.33,50.55,10.45,12.31,2.59,135,Moderate
Kolkata,16-10-2019,October,56.62,92.76,13.47,33.22,46.71,12.09,0.76,4.47,34.19,20.41,33.65,2.72,129,Moderate
Kolkata,17-10-2019,October,50.03,85.23,23.48,34.86,58.24,12.26,0.86,6.51,21.23,24.3,35.75,4.02,94,Satisfactory
Kolkata,18-10-2019,October,62.88,108.38,51.52,39.8,87.26,13.14,1.17,6.9,29.78,27.67,40.3,5.61,149,Moderate
Kolkata,19-10-2019,October,61.12,105.64,38.45,34.54,69.35,11.71,1.03,4.32,35.19,24.88,35.85,4.29,145,Moderate
Kolkata,20-10-2019,October,63,101.4,12.99,32.87,45.48,10.42,0.85,5.15,40.98,22.31,36.56,2.62,118,Moderate
Kolkata,21-10-2019,October,87.18,128.62,9.96,33.12,43.03,11.18,0.82,7.23,43.72,17.9,29.52,2.56,184,Moderate
Kolkata,22-10-2019,October,68.66,111.63,20.17,39.51,59.45,11.14,0.91,8.61,38.38,17.33,28.24,3.01,174,Moderate
Kolkata,23-10-2019,October,83.63,130.56,20.42,41.4,61.7,12.43,0.99,6.64,35.29,18.92,29.63,3.61,181,Moderate
Kolkata,24-10-2019,October,34.47,58.82,5.79,25.85,31.51,12.34,0.51,4.18,33.2,21.95,32.25,1.58,121,Moderate
Kolkata,25-10-2019,October,17.39,42,8.01,20.41,28.21,14.18,0.46,4.27,22.57,16.84,27.51,1.37,55,Satisfactory
Kolkata,26-10-2019,October,33.33,63.66,10.15,26.3,36.42,10.78,0.66,6.74,14.61,19.16,33.62,2.22,54,Satisfactory
Kolkata,27-10-2019,October,97.83,133.73,20.33,27.72,48.02,10.95,0.69,9.55,21.29,18.14,31.88,2.72,114,Moderate
Kolkata,28-10-2019,October,129.59,180.39,10.55,30.93,41.48,13.41,0.57,11.25,30.33,16.07,27.94,2.07,289,Poor
Kolkata,29-10-2019,October,120.12,177.4,18.92,36.38,55.32,12.98,0.74,9.68,27.19,18.62,30.77,2.52,265,Poor
Kolkata,30-10-2019,October,102.54,171.02,25.42,40.53,65.82,14.44,0.93,8.75,30.65,22.83,35.16,3.27,251,Poor
Kolkata,31-10-2019,October,106.31,200.92,32.12,50.3,82.35,17.03,1.22,8.71,35.61,25.03,37.09,4.56,255,Poor
Kolkata,01-11-2019,November,101.59,211.21,49.12,54.98,104.08,17.99,1.33,9.44,40.02,21.35,30.9,5.29,249,Poor
Kolkata,02-11-2019,November,75.18,157.84,19.95,46.23,66.18,18.4,0.9,10.2,37.77,10.12,16.57,2.41,195,Moderate
Kolkata,03-11-2019,November,67.16,136.63,15.49,39.2,54.45,18.45,0.78,8.63,34.9,20.16,34.56,2.48,140,Moderate
Kolkata,04-11-2019,November,71.91,147.98,46.18,48.22,88.9,16.59,1.09,8.48,35.16,23.44,34.24,3.31,133,Moderate
Kolkata,05-11-2019,November,118.34,221.56,34.21,56.85,88.37,16.67,1.39,11.49,42.73,20.65,31.27,4.4,208,Poor
Kolkata,06-11-2019,November,141.21,244.81,15.85,52.13,67.98,18.07,1.3,9.59,49.62,8.93,14.28,2.72,296,Poor
Kolkata,07-11-2019,November,88.07,180.18,24.96,56.32,81.19,19.12,0.95,11.24,41.41,25.94,37.94,3.85,236,Poor
Kolkata,08-11-2019,November,50.55,103.92,9.91,32.06,41.23,19.43,0.59,6.13,29.77,19.81,28.54,1.86,159,Moderate
Kolkata,09-11-2019,November,11.92,34.15,7.48,15.9,21.94,16.9,0.43,5.26,30.06,17.32,25.69,1.02,64,Satisfactory
Kolkata,10-11-2019,November,19.4,43.14,6.53,19.76,25.71,13.62,0.51,6.03,37.37,11.66,17.12,1.51,53,Satisfactory
Kolkata,11-11-2019,November,31.74,81.19,31.45,29.62,59.18,12.38,0.95,8.63,21.54,9.67,17.3,2.82,70,Satisfactory
Kolkata,12-11-2019,November,83.3,181.97,93.88,58.28,147.85,27.04,1.71,11.53,32.19,28.28,43.48,8.69,173,Moderate
Kolkata,13-11-2019,November,93.94,204.82,61.28,61.02,117.62,29.31,1.37,12.42,36.07,25.66,49.78,6.41,240,Poor
Kolkata,14-11-2019,November,78.47,171.14,42.01,60.5,101.9,23.66,1.19,11.15,31.36,22.45,45.14,4.41,199,Moderate
Kolkata,15-11-2019,November,73.73,161.01,63.94,53.69,113.96,25.83,1.3,9.17,27.47,29.04,53.21,5.11,186,Moderate
Kolkata,16-11-2019,November,86.92,170.48,67.18,59.83,122.19,26.43,1.33,10.57,36.57,15.17,40.21,4.52,187,Moderate
Kolkata,17-11-2019,November,91.89,178.88,67.3,53.58,119.98,27.14,1.31,13.74,34.36,29.2,54.82,4.76,207,Poor
Kolkata,18-11-2019,November,106.34,203.72,75.24,62.51,131.48,24.74,1.55,14.33,36.15,26.26,45.72,5.58,235,Poor
Kolkata,19-11-2019,November,94.08,208.28,61.33,63.25,123.02,27.35,1.38,13.49,41.82,34.12,52.12,6.12,246,Poor
Kolkata,20-11-2019,November,93.97,195.42,99.92,67.53,162.54,30.5,1.57,11.74,39.23,32.3,45.24,6.59,237,Poor
Kolkata,21-11-2019,November,90.03,183.8,51.29,57.15,105.16,31.22,1.14,11.62,42.51,29.77,42.25,4.94,216,Poor
Kolkata,22-11-2019,November,89.43,187.94,40.04,60.78,100.86,29.84,1.08,13.85,41.21,26.17,36.19,4.76,197,Moderate
Kolkata,23-11-2019,November,110.7,222.67,54.7,69.34,123.61,31.07,1.36,18.3,41.56,30.02,44.8,5.23,234,Poor
